CountyState_FIPS,County_Name_wState_Abbreviation,State,COUNTYNM,Level_of_Maternity_Care_0mcd_1Low_2mod_3access,Level_of_Maternity_Care_Label,GroupLevel,MapGeoColor,MapGeoId,MapGeoInfo
47147,"Robertson, Tennessee",Tennessee,Robertson,1,Low Access to Care,GroupLevel1,1,47147,Level of Maternity Care: Low Access to Care
47149,"Rutherford, Tennessee",Tennessee,Rutherford,3,Access to Maternity Care,GroupLevel3,3,47149,Level of Maternity Care: Access to Maternity Care
47151,"Scott, Tennessee",Tennessee,Scott,0,Maternity Care Desert,GroupLevel0,0,47151,Level of Maternity Care: Maternity Care Desert
47153,"Sequatchie, Tennessee",Tennessee,Sequatchie,0,Maternity Care Desert,GroupLevel0,0,47153,Level of Maternity Care: Maternity Care Desert
47155,"Sevier, Tennessee",Tennessee,Sevier,1,Low Access to Care,GroupLevel1,1,47155,Level of Maternity Care: Low Access to Care
47157,"Shelby, Tennessee",Tennessee,Shelby,3,Access to Maternity Care,GroupLevel3,3,47157,Level of Maternity Care: Access to Maternity Care
47159,"Smith, Tennessee",Tennessee,Smith,1,Low Access to Care,GroupLevel1,1,47159,Level of Maternity Care: Low Access to Care
47161,"Stewart, Tennessee",Tennessee,Stewart,0,Maternity Care Desert,GroupLevel0,0,47161,Level of Maternity Care: Maternity Care Desert
47163,"Sullivan, Tennessee",Tennessee,Sullivan,3,Access to Maternity Care,GroupLevel3,3,47163,Level of Maternity Care: Access to Maternity Care
47165,"Sumner, Tennessee",Tennessee,Sumner,3,Access to Maternity Care,GroupLevel3,3,47165,Level of Maternity Care: Access to Maternity Care
47167,"Tipton, Tennessee",Tennessee,Tipton,2,Moderate Access to Care,GroupLevel2,2,47167,Level of Maternity Care: Moderate Access to Care
47169,"Trousdale, Tennessee",Tennessee,Trousdale,0,Maternity Care Desert,GroupLevel0,0,47169,Level of Maternity Care: Maternity Care Desert
47171,"Unicoi, Tennessee",Tennessee,Unicoi,3,Access to Maternity Care,GroupLevel3,3,47171,Level of Maternity Care: Access to Maternity Care
47173,"Union, Tennessee",Tennessee,Union,0,Maternity Care Desert,GroupLevel0,0,47173,Level of Maternity Care: Maternity Care Desert
47175,"Van Buren, Tennessee",Tennessee,Van Buren,0,Maternity Care Desert,GroupLevel0,0,47175,Level of Maternity Care: Maternity Care Desert
47177,"Warren, Tennessee",Tennessee,Warren,1,Low Access to Care,GroupLevel1,1,47177,Level of Maternity Care: Low Access to Care
47179,"Washington, Tennessee",Tennessee,Washington,3,Access to Maternity Care,GroupLevel3,3,47179,Level of Maternity Care: Access to Maternity Care
47181,"Wayne, Tennessee",Tennessee,Wayne,3,Access to Maternity Care,GroupLevel3,3,47181,Level of Maternity Care: Access to Maternity Care
47183,"Weakley, Tennessee",Tennessee,Weakley,3,Access to Maternity Care,GroupLevel3,3,47183,Level of Maternity Care: Access to Maternity Care
47185,"White, Tennessee",Tennessee,White,3,Access to Maternity Care,GroupLevel3,3,47185,Level of Maternity Care: Access to Maternity Care
47187,"Williamson, Tennessee",Tennessee,Williamson,3,Access to Maternity Care,GroupLevel3,3,47187,Level of Maternity Care: Access to Maternity Care
47189,"Wilson, Tennessee",Tennessee,Wilson,2,Moderate Access to Care,GroupLevel2,2,47189,Level of Maternity Care: Moderate Access to Care
48001,"Anderson, Texas",Texas,Anderson,3,Access to Maternity Care,GroupLevel3,3,48001,Level of Maternity Care: Access to Maternity Care
48003,"Andrews, Texas",Texas,Andrews,3,Access to Maternity Care,GroupLevel3,3,48003,Level of Maternity Care: Access to Maternity Care
48005,"Angelina, Texas",Texas,Angelina,3,Access to Maternity Care,GroupLevel3,3,48005,Level of Maternity Care: Access to Maternity Care
48007,"Aransas, Texas",Texas,Aransas,0,Maternity Care Desert,GroupLevel0,0,48007,Level of Maternity Care: Maternity Care Desert
48009,"Archer, Texas",Texas,Archer,0,Maternity Care Desert,GroupLevel0,0,48009,Level of Maternity Care: Maternity Care Desert
48011,"Armstrong, Texas",Texas,Armstrong,0,Maternity Care Desert,GroupLevel0,0,48011,Level of Maternity Care: Maternity Care Desert
48013,"Atascosa, Texas",Texas,Atascosa,1,Low Access to Care,GroupLevel1,1,48013,Level of Maternity Care: Low Access to Care
48015,"Austin, Texas",Texas,Austin,0,Maternity Care Desert,GroupLevel0,0,48015,Level of Maternity Care: Maternity Care Desert
48017,"Bailey, Texas",Texas,Bailey,0,Maternity Care Desert,GroupLevel0,0,48017,Level of Maternity Care: Maternity Care Desert
48019,"Bandera, Texas",Texas,Bandera,1,Low Access to Care,GroupLevel1,1,48019,Level of Maternity Care: Low Access to Care
48021,"Bastrop, Texas",Texas,Bastrop,1,Low Access to Care,GroupLevel1,1,48021,Level of Maternity Care: Low Access to Care
48023,"Baylor, Texas",Texas,Baylor,1,Low Access to Care,GroupLevel1,1,48023,Level of Maternity Care: Low Access to Care
48025,"Bee, Texas",Texas,Bee,1,Low Access to Care,GroupLevel1,1,48025,Level of Maternity Care: Low Access to Care
48027,"Bell, Texas",Texas,Bell,3,Access to Maternity Care,GroupLevel3,3,48027,Level of Maternity Care: Access to Maternity Care
48029,"Bexar, Texas",Texas,Bexar,3,Access to Maternity Care,GroupLevel3,3,48029,Level of Maternity Care: Access to Maternity Care
48031,"Blanco, Texas",Texas,Blanco,0,Maternity Care Desert,GroupLevel0,0,48031,Level of Maternity Care: Maternity Care Desert
48033,"Borden, Texas",Texas,Borden,0,Maternity Care Desert,GroupLevel0,0,48033,Level of Maternity Care: Maternity Care Desert
48035,"Bosque, Texas",Texas,Bosque,1,Low Access to Care,GroupLevel1,1,48035,Level of Maternity Care: Low Access to Care
48037,"Bowie, Texas",Texas,Bowie,3,Access to Maternity Care,GroupLevel3,3,48037,Level of Maternity Care: Access to Maternity Care
48039,"Brazoria, Texas",Texas,Brazoria,3,Access to Maternity Care,GroupLevel3,3,48039,Level of Maternity Care: Access to Maternity Care
48041,"Brazos, Texas",Texas,Brazos,3,Access to Maternity Care,GroupLevel3,3,48041,Level of Maternity Care: Access to Maternity Care
48043,"Brewster, Texas",Texas,Brewster,3,Access to Maternity Care,GroupLevel3,3,48043,Level of Maternity Care: Access to Maternity Care
48045,"Briscoe, Texas",Texas,Briscoe,0,Maternity Care Desert,GroupLevel0,0,48045,Level of Maternity Care: Maternity Care Desert
48047,"Brooks, Texas",Texas,Brooks,0,Maternity Care Desert,GroupLevel0,0,48047,Level of Maternity Care: Maternity Care Desert
48049,"Brown, Texas",Texas,Brown,3,Access to Maternity Care,GroupLevel3,3,48049,Level of Maternity Care: Access to Maternity Care
48051,"Burleson, Texas",Texas,Burleson,0,Maternity Care Desert,GroupLevel0,0,48051,Level of Maternity Care: Maternity Care Desert
48053,"Burnet, Texas",Texas,Burnet,3,Access to Maternity Care,GroupLevel3,3,48053,Level of Maternity Care: Access to Maternity Care
48055,"Caldwell, Texas",Texas,Caldwell,1,Low Access to Care,GroupLevel1,1,48055,Level of Maternity Care: Low Access to Care
48057,"Calhoun, Texas",Texas,Calhoun,3,Access to Maternity Care,GroupLevel3,3,48057,Level of Maternity Care: Access to Maternity Care
48059,"Callahan, Texas",Texas,Callahan,0,Maternity Care Desert,GroupLevel0,0,48059,Level of Maternity Care: Maternity Care Desert
48061,"Cameron, Texas",Texas,Cameron,3,Access to Maternity Care,GroupLevel3,3,48061,Level of Maternity Care: Access to Maternity Care
48063,"Camp, Texas",Texas,Camp,0,Maternity Care Desert,GroupLevel0,0,48063,Level of Maternity Care: Maternity Care Desert
48065,"Carson, Texas",Texas,Carson,0,Maternity Care Desert,GroupLevel0,0,48065,Level of Maternity Care: Maternity Care Desert
48067,"Cass, Texas",Texas,Cass,0,Maternity Care Desert,GroupLevel0,0,48067,Level of Maternity Care: Maternity Care Desert
48069,"Castro, Texas",Texas,Castro,0,Maternity Care Desert,GroupLevel0,0,48069,Level of Maternity Care: Maternity Care Desert
48071,"Chambers, Texas",Texas,Chambers,1,Low Access to Care,GroupLevel1,1,48071,Level of Maternity Care: Low Access to Care
48073,"Cherokee, Texas",Texas,Cherokee,1,Low Access to Care,GroupLevel1,1,48073,Level of Maternity Care: Low Access to Care
48075,"Childress, Texas",Texas,Childress,3,Access to Maternity Care,GroupLevel3,3,48075,Level of Maternity Care: Access to Maternity Care
48077,"Clay, Texas",Texas,Clay,0,Maternity Care Desert,GroupLevel0,0,48077,Level of Maternity Care: Maternity Care Desert
48079,"Cochran, Texas",Texas,Cochran,0,Maternity Care Desert,GroupLevel0,0,48079,Level of Maternity Care: Maternity Care Desert
48081,"Coke, Texas",Texas,Coke,0,Maternity Care Desert,GroupLevel0,0,48081,Level of Maternity Care: Maternity Care Desert
48083,"Coleman, Texas",Texas,Coleman,3,Access to Maternity Care,GroupLevel3,3,48083,Level of Maternity Care: Access to Maternity Care
48085,"Collin, Texas",Texas,Collin,3,Access to Maternity Care,GroupLevel3,3,48085,Level of Maternity Care: Access to Maternity Care
48087,"Collingsworth, Texas",Texas,Collingsworth,0,Maternity Care Desert,GroupLevel0,0,48087,Level of Maternity Care: Maternity Care Desert
48089,"Colorado, Texas",Texas,Colorado,3,Access to Maternity Care,GroupLevel3,3,48089,Level of Maternity Care: Access to Maternity Care
48091,"Comal, Texas",Texas,Comal,3,Access to Maternity Care,GroupLevel3,3,48091,Level of Maternity Care: Access to Maternity Care
48093,"Comanche, Texas",Texas,Comanche,0,Maternity Care Desert,GroupLevel0,0,48093,Level of Maternity Care: Maternity Care Desert
48095,"Concho, Texas",Texas,Concho,0,Maternity Care Desert,GroupLevel0,0,48095,Level of Maternity Care: Maternity Care Desert
48097,"Cooke, Texas",Texas,Cooke,3,Access to Maternity Care,GroupLevel3,3,48097,Level of Maternity Care: Access to Maternity Care
48099,"Coryell, Texas",Texas,Coryell,3,Access to Maternity Care,GroupLevel3,3,48099,Level of Maternity Care: Access to Maternity Care
48101,"Cottle, Texas",Texas,Cottle,3,Access to Maternity Care,GroupLevel3,3,48101,Level of Maternity Care: Access to Maternity Care
48103,"Crane, Texas",Texas,Crane,0,Maternity Care Desert,GroupLevel0,0,48103,Level of Maternity Care: Maternity Care Desert
48105,"Crockett, Texas",Texas,Crockett,0,Maternity Care Desert,GroupLevel0,0,48105,Level of Maternity Care: Maternity Care Desert
48107,"Crosby, Texas",Texas,Crosby,0,Maternity Care Desert,GroupLevel0,0,48107,Level of Maternity Care: Maternity Care Desert
48109,"Culberson, Texas",Texas,Culberson,0,Maternity Care Desert,GroupLevel0,0,48109,Level of Maternity Care: Maternity Care Desert
48111,"Dallam, Texas",Texas,Dallam,1,Low Access to Care,GroupLevel1,1,48111,Level of Maternity Care: Low Access to Care
48113,"Dallas, Texas",Texas,Dallas,3,Access to Maternity Care,GroupLevel3,3,48113,Level of Maternity Care: Access to Maternity Care
48115,"Dawson, Texas",Texas,Dawson,0,Maternity Care Desert,GroupLevel0,0,48115,Level of Maternity Care: Maternity Care Desert
48123,"De Witt, Texas",Texas,De Witt,3,Access to Maternity Care,GroupLevel3,3,48123,Level of Maternity Care: Access to Maternity Care
48117,"Deaf Smith, Texas",Texas,Deaf Smith,1,Low Access to Care,GroupLevel1,1,48117,Level of Maternity Care: Low Access to Care
48119,"Delta, Texas",Texas,Delta,0,Maternity Care Desert,GroupLevel0,0,48119,Level of Maternity Care: Maternity Care Desert
48121,"Denton, Texas",Texas,Denton,3,Access to Maternity Care,GroupLevel3,3,48121,Level of Maternity Care: Access to Maternity Care
48125,"Dickens, Texas",Texas,Dickens,0,Maternity Care Desert,GroupLevel0,0,48125,Level of Maternity Care: Maternity Care Desert
48127,"Dimmit, Texas",Texas,Dimmit,3,Access to Maternity Care,GroupLevel3,3,48127,Level of Maternity Care: Access to Maternity Care
48129,"Donley, Texas",Texas,Donley,0,Maternity Care Desert,GroupLevel0,0,48129,Level of Maternity Care: Maternity Care Desert
48131,"Duval, Texas",Texas,Duval,0,Maternity Care Desert,GroupLevel0,0,48131,Level of Maternity Care: Maternity Care Desert
48133,"Eastland, Texas",Texas,Eastland,0,Maternity Care Desert,GroupLevel0,0,48133,Level of Maternity Care: Maternity Care Desert
48135,"Ector, Texas",Texas,Ector,3,Access to Maternity Care,GroupLevel3,3,48135,Level of Maternity Care: Access to Maternity Care
48137,"Edwards, Texas",Texas,Edwards,0,Maternity Care Desert,GroupLevel0,0,48137,Level of Maternity Care: Maternity Care Desert
48141,"El Paso, Texas",Texas,El Paso,3,Access to Maternity Care,GroupLevel3,3,48141,Level of Maternity Care: Access to Maternity Care
48139,"Ellis, Texas",Texas,Ellis,3,Access to Maternity Care,GroupLevel3,3,48139,Level of Maternity Care: Access to Maternity Care
48143,"Erath, Texas",Texas,Erath,3,Access to Maternity Care,GroupLevel3,3,48143,Level of Maternity Care: Access to Maternity Care
48145,"Falls, Texas",Texas,Falls,0,Maternity Care Desert,GroupLevel0,0,48145,Level of Maternity Care: Maternity Care Desert
48147,"Fannin, Texas",Texas,Fannin,0,Maternity Care Desert,GroupLevel0,0,48147,Level of Maternity Care: Maternity Care Desert
48149,"Fayette, Texas",Texas,Fayette,1,Low Access to Care,GroupLevel1,1,48149,Level of Maternity Care: Low Access to Care
48151,"Fisher, Texas",Texas,Fisher,0,Maternity Care Desert,GroupLevel0,0,48151,Level of Maternity Care: Maternity Care Desert
48153,"Floyd, Texas",Texas,Floyd,0,Maternity Care Desert,GroupLevel0,0,48153,Level of Maternity Care: Maternity Care Desert
48155,"Foard, Texas",Texas,Foard,0,Maternity Care Desert,GroupLevel0,0,48155,Level of Maternity Care: Maternity Care Desert
48157,"Fort Bend, Texas",Texas,Fort Bend,3,Access to Maternity Care,GroupLevel3,3,48157,Level of Maternity Care: Access to Maternity Care
48159,"Franklin, Texas",Texas,Franklin,0,Maternity Care Desert,GroupLevel0,0,48159,Level of Maternity Care: Maternity Care Desert
48161,"Freestone, Texas",Texas,Freestone,0,Maternity Care Desert,GroupLevel0,0,48161,Level of Maternity Care: Maternity Care Desert
48163,"Frio, Texas",Texas,Frio,3,Access to Maternity Care,GroupLevel3,3,48163,Level of Maternity Care: Access to Maternity Care
48165,"Gaines, Texas",Texas,Gaines,1,Low Access to Care,GroupLevel1,1,48165,Level of Maternity Care: Low Access to Care
48167,"Galveston, Texas",Texas,Galveston,3,Access to Maternity Care,GroupLevel3,3,48167,Level of Maternity Care: Access to Maternity Care
48169,"Garza, Texas",Texas,Garza,0,Maternity Care Desert,GroupLevel0,0,48169,Level of Maternity Care: Maternity Care Desert
48171,"Gillespie, Texas",Texas,Gillespie,3,Access to Maternity Care,GroupLevel3,3,48171,Level of Maternity Care: Access to Maternity Care
48173,"Glasscock, Texas",Texas,Glasscock,0,Maternity Care Desert,GroupLevel0,0,48173,Level of Maternity Care: Maternity Care Desert
48175,"Goliad, Texas",Texas,Goliad,0,Maternity Care Desert,GroupLevel0,0,48175,Level of Maternity Care: Maternity Care Desert
48177,"Gonzales, Texas",Texas,Gonzales,3,Access to Maternity Care,GroupLevel3,3,48177,Level of Maternity Care: Access to Maternity Care
48179,"Gray, Texas",Texas,Gray,0,Maternity Care Desert,GroupLevel0,0,48179,Level of Maternity Care: Maternity Care Desert
48181,"Grayson, Texas",Texas,Grayson,3,Access to Maternity Care,GroupLevel3,3,48181,Level of Maternity Care: Access to Maternity Care
48183,"Gregg, Texas",Texas,Gregg,3,Access to Maternity Care,GroupLevel3,3,48183,Level of Maternity Care: Access to Maternity Care
48185,"Grimes, Texas",Texas,Grimes,0,Maternity Care Desert,GroupLevel0,0,48185,Level of Maternity Care: Maternity Care Desert
48187,"Guadalupe, Texas",Texas,Guadalupe,3,Access to Maternity Care,GroupLevel3,3,48187,Level of Maternity Care: Access to Maternity Care
48189,"Hale, Texas",Texas,Hale,3,Access to Maternity Care,GroupLevel3,3,48189,Level of Maternity Care: Access to Maternity Care
48191,"Hall, Texas",Texas,Hall,0,Maternity Care Desert,GroupLevel0,0,48191,Level of Maternity Care: Maternity Care Desert
48193,"Hamilton, Texas",Texas,Hamilton,0,Maternity Care Desert,GroupLevel0,0,48193,Level of Maternity Care: Maternity Care Desert
48195,"Hansford, Texas",Texas,Hansford,0,Maternity Care Desert,GroupLevel0,0,48195,Level of Maternity Care: Maternity Care Desert
48197,"Hardeman, Texas",Texas,Hardeman,0,Maternity Care Desert,GroupLevel0,0,48197,Level of Maternity Care: Maternity Care Desert
48199,"Hardin, Texas",Texas,Hardin,1,Low Access to Care,GroupLevel1,1,48199,Level of Maternity Care: Low Access to Care
48201,"Harris, Texas",Texas,Harris,3,Access to Maternity Care,GroupLevel3,3,48201,Level of Maternity Care: Access to Maternity Care
48203,"Harrison, Texas",Texas,Harrison,1,Low Access to Care,GroupLevel1,1,48203,Level of Maternity Care: Low Access to Care
48205,"Hartley, Texas",Texas,Hartley,3,Access to Maternity Care,GroupLevel3,3,48205,Level of Maternity Care: Access to Maternity Care
48207,"Haskell, Texas",Texas,Haskell,0,Maternity Care Desert,GroupLevel0,0,48207,Level of Maternity Care: Maternity Care Desert
48209,"Hays, Texas",Texas,Hays,3,Access to Maternity Care,GroupLevel3,3,48209,Level of Maternity Care: Access to Maternity Care
48211,"Hemphill, Texas",Texas,Hemphill,0,Maternity Care Desert,GroupLevel0,0,48211,Level of Maternity Care: Maternity Care Desert
48213,"Henderson, Texas",Texas,Henderson,1,Low Access to Care,GroupLevel1,1,48213,Level of Maternity Care: Low Access to Care
48215,"Hidalgo, Texas",Texas,Hidalgo,3,Access to Maternity Care,GroupLevel3,3,48215,Level of Maternity Care: Access to Maternity Care
48217,"Hill, Texas",Texas,Hill,1,Low Access to Care,GroupLevel1,1,48217,Level of Maternity Care: Low Access to Care
48219,"Hockley, Texas",Texas,Hockley,1,Low Access to Care,GroupLevel1,1,48219,Level of Maternity Care: Low Access to Care
48221,"Hood, Texas",Texas,Hood,1,Low Access to Care,GroupLevel1,1,48221,Level of Maternity Care: Low Access to Care
48223,"Hopkins, Texas",Texas,Hopkins,3,Access to Maternity Care,GroupLevel3,3,48223,Level of Maternity Care: Access to Maternity Care
48225,"Houston, Texas",Texas,Houston,0,Maternity Care Desert,GroupLevel0,0,48225,Level of Maternity Care: Maternity Care Desert
48227,"Howard, Texas",Texas,Howard,3,Access to Maternity Care,GroupLevel3,3,48227,Level of Maternity Care: Access to Maternity Care
48229,"Hudspeth, Texas",Texas,Hudspeth,0,Maternity Care Desert,GroupLevel0,0,48229,Level of Maternity Care: Maternity Care Desert
48231,"Hunt, Texas",Texas,Hunt,1,Low Access to Care,GroupLevel1,1,48231,Level of Maternity Care: Low Access to Care
48233,"Hutchinson, Texas",Texas,Hutchinson,3,Access to Maternity Care,GroupLevel3,3,48233,Level of Maternity Care: Access to Maternity Care
48235,"Irion, Texas",Texas,Irion,0,Maternity Care Desert,GroupLevel0,0,48235,Level of Maternity Care: Maternity Care Desert
48237,"Jack, Texas",Texas,Jack,3,Access to Maternity Care,GroupLevel3,3,48237,Level of Maternity Care: Access to Maternity Care
48239,"Jackson, Texas",Texas,Jackson,0,Maternity Care Desert,GroupLevel0,0,48239,Level of Maternity Care: Maternity Care Desert
48241,"Jasper, Texas",Texas,Jasper,1,Low Access to Care,GroupLevel1,1,48241,Level of Maternity Care: Low Access to Care
48243,"Jeff Davis, Texas",Texas,Jeff Davis,3,Access to Maternity Care,GroupLevel3,3,48243,Level of Maternity Care: Access to Maternity Care
48245,"Jefferson, Texas",Texas,Jefferson,3,Access to Maternity Care,GroupLevel3,3,48245,Level of Maternity Care: Access to Maternity Care
48247,"Jim Hogg, Texas",Texas,Jim Hogg,0,Maternity Care Desert,GroupLevel0,0,48247,Level of Maternity Care: Maternity Care Desert
48249,"Jim Wells, Texas",Texas,Jim Wells,1,Low Access to Care,GroupLevel1,1,48249,Level of Maternity Care: Low Access to Care
48251,"Johnson, Texas",Texas,Johnson,3,Access to Maternity Care,GroupLevel3,3,48251,Level of Maternity Care: Access to Maternity Care
48253,"Jones, Texas",Texas,Jones,0,Maternity Care Desert,GroupLevel0,0,48253,Level of Maternity Care: Maternity Care Desert
48255,"Karnes, Texas",Texas,Karnes,0,Maternity Care Desert,GroupLevel0,0,48255,Level of Maternity Care: Maternity Care Desert
48257,"Kaufman, Texas",Texas,Kaufman,1,Low Access to Care,GroupLevel1,1,48257,Level of Maternity Care: Low Access to Care
48259,"Kendall, Texas",Texas,Kendall,3,Access to Maternity Care,GroupLevel3,3,48259,Level of Maternity Care: Access to Maternity Care
48261,"Kenedy, Texas",Texas,Kenedy,0,Maternity Care Desert,GroupLevel0,0,48261,Level of Maternity Care: Maternity Care Desert
48263,"Kent, Texas",Texas,Kent,0,Maternity Care Desert,GroupLevel0,0,48263,Level of Maternity Care: Maternity Care Desert
48265,"Kerr, Texas",Texas,Kerr,3,Access to Maternity Care,GroupLevel3,3,48265,Level of Maternity Care: Access to Maternity Care
48267,"Kimble, Texas",Texas,Kimble,0,Maternity Care Desert,GroupLevel0,0,48267,Level of Maternity Care: Maternity Care Desert
48269,"King, Texas",Texas,King,0,Maternity Care Desert,GroupLevel0,0,48269,Level of Maternity Care: Maternity Care Desert
48271,"Kinney, Texas",Texas,Kinney,0,Maternity Care Desert,GroupLevel0,0,48271,Level of Maternity Care: Maternity Care Desert
48273,"Kleberg, Texas",Texas,Kleberg,1,Low Access to Care,GroupLevel1,1,48273,Level of Maternity Care: Low Access to Care
48275,"Knox, Texas",Texas,Knox,0,Maternity Care Desert,GroupLevel0,0,48275,Level of Maternity Care: Maternity Care Desert
48283,"La Salle, Texas",Texas,La Salle,0,Maternity Care Desert,GroupLevel0,0,48283,Level of Maternity Care: Maternity Care Desert
48277,"Lamar, Texas",Texas,Lamar,3,Access to Maternity Care,GroupLevel3,3,48277,Level of Maternity Care: Access to Maternity Care
48279,"Lamb, Texas",Texas,Lamb,1,Low Access to Care,GroupLevel1,1,48279,Level of Maternity Care: Low Access to Care
48281,"Lampasas, Texas",Texas,Lampasas,0,Maternity Care Desert,GroupLevel0,0,48281,Level of Maternity Care: Maternity Care Desert
48285,"Lavaca, Texas",Texas,Lavaca,1,Low Access to Care,GroupLevel1,1,48285,Level of Maternity Care: Low Access to Care
48287,"Lee, Texas",Texas,Lee,0,Maternity Care Desert,GroupLevel0,0,48287,Level of Maternity Care: Maternity Care Desert
48289,"Leon, Texas",Texas,Leon,0,Maternity Care Desert,GroupLevel0,0,48289,Level of Maternity Care: Maternity Care Desert
48291,"Liberty, Texas",Texas,Liberty,1,Low Access to Care,GroupLevel1,1,48291,Level of Maternity Care: Low Access to Care
48293,"Limestone, Texas",Texas,Limestone,0,Maternity Care Desert,GroupLevel0,0,48293,Level of Maternity Care: Maternity Care Desert
48295,"Lipscomb, Texas",Texas,Lipscomb,0,Maternity Care Desert,GroupLevel0,0,48295,Level of Maternity Care: Maternity Care Desert
48297,"Live Oak, Texas",Texas,Live Oak,0,Maternity Care Desert,GroupLevel0,0,48297,Level of Maternity Care: Maternity Care Desert
48299,"Llano, Texas",Texas,Llano,3,Access to Maternity Care,GroupLevel3,3,48299,Level of Maternity Care: Access to Maternity Care
48301,"Loving, Texas",Texas,Loving,0,Maternity Care Desert,GroupLevel0,0,48301,Level of Maternity Care: Maternity Care Desert
48303,"Lubbock, Texas",Texas,Lubbock,3,Access to Maternity Care,GroupLevel3,3,48303,Level of Maternity Care: Access to Maternity Care
48305,"Lynn, Texas",Texas,Lynn,0,Maternity Care Desert,GroupLevel0,0,48305,Level of Maternity Care: Maternity Care Desert
48313,"Madison, Texas",Texas,Madison,0,Maternity Care Desert,GroupLevel0,0,48313,Level of Maternity Care: Maternity Care Desert
48315,"Marion, Texas",Texas,Marion,0,Maternity Care Desert,GroupLevel0,0,48315,Level of Maternity Care: Maternity Care Desert
48317,"Martin, Texas",Texas,Martin,0,Maternity Care Desert,GroupLevel0,0,48317,Level of Maternity Care: Maternity Care Desert
48319,"Mason, Texas",Texas,Mason,0,Maternity Care Desert,GroupLevel0,0,48319,Level of Maternity Care: Maternity Care Desert
48321,"Matagorda, Texas",Texas,Matagorda,1,Low Access to Care,GroupLevel1,1,48321,Level of Maternity Care: Low Access to Care
48323,"Maverick, Texas",Texas,Maverick,3,Access to Maternity Care,GroupLevel3,3,48323,Level of Maternity Care: Access to Maternity Care
48307,"McCulloch, Texas",Texas,McCulloch,0,Maternity Care Desert,GroupLevel0,0,48307,Level of Maternity Care: Maternity Care Desert
48309,"McLennan, Texas",Texas,McLennan,3,Access to Maternity Care,GroupLevel3,3,48309,Level of Maternity Care: Access to Maternity Care
48311,"McMullen, Texas",Texas,McMullen,0,Maternity Care Desert,GroupLevel0,0,48311,Level of Maternity Care: Maternity Care Desert
48325,"Medina, Texas",Texas,Medina,3,Access to Maternity Care,GroupLevel3,3,48325,Level of Maternity Care: Access to Maternity Care
48327,"Menard, Texas",Texas,Menard,0,Maternity Care Desert,GroupLevel0,0,48327,Level of Maternity Care: Maternity Care Desert
48329,"Midland, Texas",Texas,Midland,3,Access to Maternity Care,GroupLevel3,3,48329,Level of Maternity Care: Access to Maternity Care
48331,"Milam, Texas",Texas,Milam,0,Maternity Care Desert,GroupLevel0,0,48331,Level of Maternity Care: Maternity Care Desert
48333,"Mills, Texas",Texas,Mills,0,Maternity Care Desert,GroupLevel0,0,48333,Level of Maternity Care: Maternity Care Desert
48335,"Mitchell, Texas",Texas,Mitchell,0,Maternity Care Desert,GroupLevel0,0,48335,Level of Maternity Care: Maternity Care Desert
48337,"Montague, Texas",Texas,Montague,0,Maternity Care Desert,GroupLevel0,0,48337,Level of Maternity Care: Maternity Care Desert
48339,"Montgomery, Texas",Texas,Montgomery,3,Access to Maternity Care,GroupLevel3,3,48339,Level of Maternity Care: Access to Maternity Care
48341,"Moore, Texas",Texas,Moore,3,Access to Maternity Care,GroupLevel3,3,48341,Level of Maternity Care: Access to Maternity Care
48343,"Morris, Texas",Texas,Morris,0,Maternity Care Desert,GroupLevel0,0,48343,Level of Maternity Care: Maternity Care Desert
48345,"Motley, Texas",Texas,Motley,0,Maternity Care Desert,GroupLevel0,0,48345,Level of Maternity Care: Maternity Care Desert
48347,"Nacogdoches, Texas",Texas,Nacogdoches,3,Access to Maternity Care,GroupLevel3,3,48347,Level of Maternity Care: Access to Maternity Care
48349,"Navarro, Texas",Texas,Navarro,1,Low Access to Care,GroupLevel1,1,48349,Level of Maternity Care: Low Access to Care
48351,"Newton, Texas",Texas,Newton,0,Maternity Care Desert,GroupLevel0,0,48351,Level of Maternity Care: Maternity Care Desert
48353,"Nolan, Texas",Texas,Nolan,1,Low Access to Care,GroupLevel1,1,48353,Level of Maternity Care: Low Access to Care
48355,"Nueces, Texas",Texas,Nueces,3,Access to Maternity Care,GroupLevel3,3,48355,Level of Maternity Care: Access to Maternity Care
48357,"Ochiltree, Texas",Texas,Ochiltree,3,Access to Maternity Care,GroupLevel3,3,48357,Level of Maternity Care: Access to Maternity Care
48359,"Oldham, Texas",Texas,Oldham,0,Maternity Care Desert,GroupLevel0,0,48359,Level of Maternity Care: Maternity Care Desert
48361,"Orange, Texas",Texas,Orange,0,Maternity Care Desert,GroupLevel0,0,48361,Level of Maternity Care: Maternity Care Desert
48363,"Palo Pinto, Texas",Texas,Palo Pinto,1,Low Access to Care,GroupLevel1,1,48363,Level of Maternity Care: Low Access to Care
48365,"Panola, Texas",Texas,Panola,0,Maternity Care Desert,GroupLevel0,0,48365,Level of Maternity Care: Maternity Care Desert
48367,"Parker, Texas",Texas,Parker,3,Access to Maternity Care,GroupLevel3,3,48367,Level of Maternity Care: Access to Maternity Care
48369,"Parmer, Texas",Texas,Parmer,0,Maternity Care Desert,GroupLevel0,0,48369,Level of Maternity Care: Maternity Care Desert
48371,"Pecos, Texas",Texas,Pecos,3,Access to Maternity Care,GroupLevel3,3,48371,Level of Maternity Care: Access to Maternity Care
